"generative.model";"replicate";"node_from";"node_to";"value"
"dd01";5;"sp17";"sp13";0
"dd01";5;"sp17";"sp14";0
"dd01";5;"sp17";"sp15";0
"dd01";5;"sp17";"sp16";0
"dd01";5;"sp17";"sp17";1
"dd01";5;"sp17";"sp18";0
"dd01";5;"sp17";"sp19";0
"dd01";5;"sp17";"sp20";0
"dd01";5;"sp17";"sp21";0
"dd01";5;"sp17";"sp22";0
"dd01";5;"sp17";"sp23";0
"dd01";5;"sp17";"sp24";0
"dd01";5;"sp17";"sp25";0
"dd01";5;"sp17";"sp26";0
"dd01";5;"sp17";"sp27";0
"dd01";5;"sp17";"sp28";0
"dd01";5;"sp17";"sp29";0
"dd01";5;"sp17";"sp30";0
"dd01";5;"sp18";"sp01";0,0701366898784392
"dd01";5;"sp18";"sp02";0
"dd01";5;"sp18";"sp03";0
"dd01";5;"sp18";"sp04";0
"dd01";5;"sp18";"sp05";0
"dd01";5;"sp18";"sp06";0
"dd01";5;"sp18";"sp07";1,05989322281519
"dd01";5;"sp18";"sp08";0
"dd01";5;"sp18";"sp09";0
"dd01";5;"sp18";"sp10";0
"dd01";5;"sp18";"sp11";0
"dd01";5;"sp18";"sp12";0
"dd01";5;"sp18";"sp13";0
"dd01";5;"sp18";"sp14";0
"dd01";5;"sp18";"sp15";0
"dd01";5;"sp18";"sp16";0
"dd01";5;"sp18";"sp17";0
"dd01";5;"sp18";"sp18";1
"dd01";5;"sp18";"sp19";0
"dd01";5;"sp18";"sp20";0
"dd01";5;"sp18";"sp21";0
"dd01";5;"sp18";"sp22";0
"dd01";5;"sp18";"sp23";0
"dd01";5;"sp18";"sp24";0,821427748451112
"dd01";5;"sp18";"sp25";0
"dd01";5;"sp18";"sp26";0
"dd01";5;"sp18";"sp27";0
"dd01";5;"sp18";"sp28";0
"dd01";5;"sp18";"sp29";0
"dd01";5;"sp18";"sp30";1,53583325781538
"dd01";5;"sp19";"sp01";0
"dd01";5;"sp19";"sp02";0,892887942392118
"dd01";5;"sp19";"sp03";0
"dd01";5;"sp19";"sp04";0,516211693125231
"dd01";5;"sp19";"sp05";0
"dd01";5;"sp19";"sp06";0
"dd01";5;"sp19";"sp07";0
"dd01";5;"sp19";"sp08";0
"dd01";5;"sp19";"sp09";0
"dd01";5;"sp19";"sp10";0
"dd01";5;"sp19";"sp11";0
"dd01";5;"sp19";"sp12";0
"dd01";5;"sp19";"sp13";0
"dd01";5;"sp19";"sp14";0
"dd01";5;"sp19";"sp15";0
"dd01";5;"sp19";"sp16";0
"dd01";5;"sp19";"sp17";0
"dd01";5;"sp19";"sp18";0
"dd01";5;"sp19";"sp19";1
"dd01";5;"sp19";"sp20";0
"dd01";5;"sp19";"sp21";0
"dd01";5;"sp19";"sp22";0
"dd01";5;"sp19";"sp23";0
"dd01";5;"sp19";"sp24";0
"dd01";5;"sp19";"sp25";0
"dd01";5;"sp19";"sp26";0
"dd01";5;"sp19";"sp27";0,146263033956092
"dd01";5;"sp19";"sp28";0
"dd01";5;"sp19";"sp29";0
"dd01";5;"sp19";"sp30";0,563575807619969
"dd01";5;"sp20";"sp01";0
"dd01";5;"sp20";"sp02";0
"dd01";5;"sp20";"sp03";0
"dd01";5;"sp20";"sp04";0
"dd01";5;"sp20";"sp05";0,637984215505253
"dd01";5;"sp20";"sp06";0
"dd01";5;"sp20";"sp07";0
"dd01";5;"sp20";"sp08";0
"dd01";5;"sp20";"sp09";0,270552638860878
"dd01";5;"sp20";"sp10";0
"dd01";5;"sp20";"sp11";0
"dd01";5;"sp20";"sp12";0
"dd01";5;"sp20";"sp13";0
"dd01";5;"sp20";"sp14";0
"dd01";5;"sp20";"sp15";0
"dd01";5;"sp20";"sp16";0,180223298813372
"dd01";5;"sp20";"sp17";0
"dd01";5;"sp20";"sp18";0
"dd01";5;"sp20";"sp19";0
"dd01";5;"sp20";"sp20";1
"dd01";5;"sp20";"sp21";0
"dd01";5;"sp20";"sp22";0
"dd01";5;"sp20";"sp23";0
"dd01";5;"sp20";"sp24";0,358031437770173
"dd01";5;"sp20";"sp25";0
"dd01";5;"sp20";"sp26";0
"dd01";5;"sp20";"sp27";0
"dd01";5;"sp20";"sp28";0
"dd01";5;"sp20";"sp29";0
"dd01";5;"sp20";"sp30";0,303217678451413
"dd01";5;"sp21";"sp01";0
"dd01";5;"sp21";"sp02";0
"dd01";5;"sp21";"sp03";0,696718543809415
"dd01";5;"sp21";"sp04";0
"dd01";5;"sp21";"sp05";0
"dd01";5;"sp21";"sp06";0
"dd01";5;"sp21";"sp07";0
"dd01";5;"sp21";"sp08";0
"dd01";5;"sp21";"sp09";0
"dd01";5;"sp21";"sp10";0
"dd01";5;"sp21";"sp11";0
"dd01";5;"sp21";"sp12";0
"dd01";5;"sp21";"sp13";0
"dd01";5;"sp21";"sp14";0
"dd01";5;"sp21";"sp15";0
"dd01";5;"sp21";"sp16";0
"dd01";5;"sp21";"sp17";0
"dd01";5;"sp21";"sp18";0
"dd01";5;"sp21";"sp19";0
"dd01";5;"sp21";"sp20";0
"dd01";5;"sp21";"sp21";1
"dd01";5;"sp21";"sp22";0
"dd01";5;"sp21";"sp23";0
"dd01";5;"sp21";"sp24";0
"dd01";5;"sp21";"sp25";0
"dd01";5;"sp21";"sp26";0,00203284863867413
"dd01";5;"sp21";"sp27";0
"dd01";5;"sp21";"sp28";0
"dd01";5;"sp21";"sp29";0
"dd01";5;"sp21";"sp30";0
"dd01";5;"sp22";"sp01";0
"dd01";5;"sp22";"sp02";0
"dd01";5;"sp22";"sp03";0
"dd01";5;"sp22";"sp04";0
"dd01";5;"sp22";"sp05";0
"dd01";5;"sp22";"sp06";0
"dd01";5;"sp22";"sp07";0
"dd01";5;"sp22";"sp08";0
"dd01";5;"sp22";"sp09";0
"dd01";5;"sp22";"sp10";0
"dd01";5;"sp22";"sp11";0
"dd01";5;"sp22";"sp12";0
"dd01";5;"sp22";"sp13";0
"dd01";5;"sp22";"sp14";0
"dd01";5;"sp22";"sp15";0
"dd01";5;"sp22";"sp16";0
"dd01";5;"sp22";"sp17";0
"dd01";5;"sp22";"sp18";0
"dd01";5;"sp22";"sp19";0
"dd01";5;"sp22";"sp20";0
"dd01";5;"sp22";"sp21";0
"dd01";5;"sp22";"sp22";1
"dd01";5;"sp22";"sp23";0
"dd01";5;"sp22";"sp24";0
"dd01";5;"sp22";"sp25";0
"dd01";5;"sp22";"sp26";0
"dd01";5;"sp22";"sp27";0
"dd01";5;"sp22";"sp28";0
"dd01";5;"sp22";"sp29";0
"dd01";5;"sp22";"sp30";0,17803510767073
"dd01";5;"sp23";"sp01";0
"dd01";5;"sp23";"sp02";0
"dd01";5;"sp23";"sp03";0
"dd01";5;"sp23";"sp04";0
"dd01";5;"sp23";"sp05";0
"dd01";5;"sp23";"sp06";0,501872914410367
"dd01";5;"sp23";"sp07";0
"dd01";5;"sp23";"sp08";0
"dd01";5;"sp23";"sp09";0
"dd01";5;"sp23";"sp10";0
"dd01";5;"sp23";"sp11";0
"dd01";5;"sp23";"sp12";0
"dd01";5;"sp23";"sp13";0
"dd01";5;"sp23";"sp14";0
"dd01";5;"sp23";"sp15";0
"dd01";5;"sp23";"sp16";0
"dd01";5;"sp23";"sp17";0
"dd01";5;"sp23";"sp18";0
"dd01";5;"sp23";"sp19";0
"dd01";5;"sp23";"sp20";0
"dd01";5;"sp23";"sp21";0
"dd01";5;"sp23";"sp22";0
"dd01";5;"sp23";"sp23";1
"dd01";5;"sp23";"sp24";0
"dd01";5;"sp23";"sp25";0
"dd01";5;"sp23";"sp26";0
"dd01";5;"sp23";"sp27";0,132730585381441
"dd01";5;"sp23";"sp28";0
"dd01";5;"sp23";"sp29";0
"dd01";5;"sp23";"sp30";0
"dd01";5;"sp24";"sp01";0
"dd01";5;"sp24";"sp02";0,377317790315306
"dd01";5;"sp24";"sp03";0
"dd01";5;"sp24";"sp04";0
"dd01";5;"sp24";"sp05";0,607067436592803
"dd01";5;"sp24";"sp06";0
"dd01";5;"sp24";"sp07";0
"dd01";5;"sp24";"sp08";0
"dd01";5;"sp24";"sp09";0
"dd01";5;"sp24";"sp10";0
"dd01";5;"sp24";"sp11";0
"dd01";5;"sp24";"sp12";1,60139774130077
"dd01";5;"sp24";"sp13";0
"dd01";5;"sp24";"sp14";0
"dd01";5;"sp24";"sp15";0
"dd01";5;"sp24";"sp16";0
"dd01";5;"sp24";"sp17";0
"dd01";5;"sp24";"sp18";0,565897489424347
"dd01";5;"sp24";"sp19";0
"dd01";5;"sp24";"sp20";0,196674303392593
"dd01";5;"sp24";"sp21";0
"dd01";5;"sp24";"sp22";0
"dd01";5;"sp24";"sp23";0
"dd01";5;"sp24";"sp24";1
"dd01";5;"sp24";"sp25";0
"dd01";5;"sp24";"sp26";0,0184580114538548
"dd01";5;"sp24";"sp27";0
"dd01";5;"sp24";"sp28";0
"dd01";5;"sp24";"sp29";0
"dd01";5;"sp24";"sp30";0
"dd01";5;"sp25";"sp01";0
"dd01";5;"sp25";"sp02";0
"dd01";5;"sp25";"sp03";0
"dd01";5;"sp25";"sp04";0
"dd01";5;"sp25";"sp05";0
"dd01";5;"sp25";"sp06";0
"dd01";5;"sp25";"sp07";1,14862693455379
"dd01";5;"sp25";"sp08";0
"dd01";5;"sp25";"sp09";0
"dd01";5;"sp25";"sp10";0
"dd01";5;"sp25";"sp11";0
"dd01";5;"sp25";"sp12";0
"dd01";5;"sp25";"sp13";0
"dd01";5;"sp25";"sp14";0
"dd01";5;"sp25";"sp15";0
"dd01";5;"sp25";"sp16";0
"dd01";5;"sp25";"sp17";0
"dd01";5;"sp25";"sp18";0
"dd01";5;"sp25";"sp19";0
"dd01";5;"sp25";"sp20";0
"dd01";5;"sp25";"sp21";0
"dd01";5;"sp25";"sp22";0
"dd01";5;"sp25";"sp23";0
"dd01";5;"sp25";"sp24";0
"dd01";5;"sp25";"sp25";1
"dd01";5;"sp25";"sp26";0
"dd01";5;"sp25";"sp27";0
"dd01";5;"sp25";"sp28";0
"dd01";5;"sp25";"sp29";0
"dd01";5;"sp25";"sp30";0
"dd01";5;"sp26";"sp01";0
"dd01";5;"sp26";"sp02";0
"dd01";5;"sp26";"sp03";0
"dd01";5;"sp26";"sp04";0
"dd01";5;"sp26";"sp05";0
"dd01";5;"sp26";"sp06";0
"dd01";5;"sp26";"sp07";0
"dd01";5;"sp26";"sp08";0
"dd01";5;"sp26";"sp09";0
"dd01";5;"sp26";"sp10";0
"dd01";5;"sp26";"sp11";0
"dd01";5;"sp26";"sp12";0
"dd01";5;"sp26";"sp13";0
"dd01";5;"sp26";"sp14";0
"dd01";5;"sp26";"sp15";0
"dd01";5;"sp26";"sp16";0
"dd01";5;"sp26";"sp17";0
"dd01";5;"sp26";"sp18";0
"dd01";5;"sp26";"sp19";0
"dd01";5;"sp26";"sp20";0
"dd01";5;"sp26";"sp21";0,30971071010777
"dd01";5;"sp26";"sp22";0
"dd01";5;"sp26";"sp23";0
"dd01";5;"sp26";"sp24";0,115522000369262
"dd01";5;"sp26";"sp25";0
"dd01";5;"sp26";"sp26";1
"dd01";5;"sp26";"sp27";0
"dd01";5;"sp26";"sp28";0
"dd01";5;"sp26";"sp29";0
"dd01";5;"sp26";"sp30";0
"dd01";5;"sp27";"sp01";0
"dd01";5;"sp27";"sp02";0
"dd01";5;"sp27";"sp03";0
"dd01";5;"sp27";"sp04";0,347063715902561
"dd01";5;"sp27";"sp05";0
"dd01";5;"sp27";"sp06";0
"dd01";5;"sp27";"sp07";0
"dd01";5;"sp27";"sp08";0
"dd01";5;"sp27";"sp09";0
"dd01";5;"sp27";"sp10";0
"dd01";5;"sp27";"sp11";0
"dd01";5;"sp27";"sp12";0
"dd01";5;"sp27";"sp13";0
"dd01";5;"sp27";"sp14";0
"dd01";5;"sp27";"sp15";0
"dd01";5;"sp27";"sp16";0
"dd01";5;"sp27";"sp17";0
"dd01";5;"sp27";"sp18";0
"dd01";5;"sp27";"sp19";0,83086142572238
"dd01";5;"sp27";"sp20";0
"dd01";5;"sp27";"sp21";0
"dd01";5;"sp27";"sp22";0
"dd01";5;"sp27";"sp23";0,439252286871655
"dd01";5;"sp27";"sp24";0
"dd01";5;"sp27";"sp25";0
"dd01";5;"sp27";"sp26";0
"dd01";5;"sp27";"sp27";1
"dd01";5;"sp27";"sp28";0
"dd01";5;"sp27";"sp29";0
"dd01";5;"sp27";"sp30";0
"dd01";5;"sp28";"sp01";0,72237022517098
"dd01";5;"sp28";"sp02";0
"dd01";5;"sp28";"sp03";0
"dd01";5;"sp28";"sp04";0
"dd01";5;"sp28";"sp05";0
"dd01";5;"sp28";"sp06";0
"dd01";5;"sp28";"sp07";0
"dd01";5;"sp28";"sp08";0
"dd01";5;"sp28";"sp09";0
"dd01";5;"sp28";"sp10";0
"dd01";5;"sp28";"sp11";0
"dd01";5;"sp28";"sp12";0
"dd01";5;"sp28";"sp13";0
"dd01";5;"sp28";"sp14";0
"dd01";5;"sp28";"sp15";0
"dd01";5;"sp28";"sp16";0
"dd01";5;"sp28";"sp17";0
"dd01";5;"sp28";"sp18";0
"dd01";5;"sp28";"sp19";0
"dd01";5;"sp28";"sp20";0
"dd01";5;"sp28";"sp21";0
"dd01";5;"sp28";"sp22";0
"dd01";5;"sp28";"sp23";0
"dd01";5;"sp28";"sp24";0
"dd01";5;"sp28";"sp25";0
"dd01";5;"sp28";"sp26";0
"dd01";5;"sp28";"sp27";0
"dd01";5;"sp28";"sp28";1
"dd01";5;"sp28";"sp29";0
"dd01";5;"sp28";"sp30";0
"dd01";5;"sp29";"sp01";0
"dd01";5;"sp29";"sp02";0
"dd01";5;"sp29";"sp03";0
"dd01";5;"sp29";"sp04";0
"dd01";5;"sp29";"sp05";0
"dd01";5;"sp29";"sp06";0
"dd01";5;"sp29";"sp07";0
"dd01";5;"sp29";"sp08";0
"dd01";5;"sp29";"sp09";0
"dd01";5;"sp29";"sp10";0
"dd01";5;"sp29";"sp11";0
"dd01";5;"sp29";"sp12";0
"dd01";5;"sp29";"sp13";0
"dd01";5;"sp29";"sp14";0
"dd01";5;"sp29";"sp15";0
"dd01";5;"sp29";"sp16";0,194930154623475
"dd01";5;"sp29";"sp17";0
"dd01";5;"sp29";"sp18";0
"dd01";5;"sp29";"sp19";0
"dd01";5;"sp29";"sp20";0
"dd01";5;"sp29";"sp21";0
"dd01";5;"sp29";"sp22";0
"dd01";5;"sp29";"sp23";0
"dd01";5;"sp29";"sp24";0
"dd01";5;"sp29";"sp25";0
"dd01";5;"sp29";"sp26";0
"dd01";5;"sp29";"sp27";0
"dd01";5;"sp29";"sp28";0
"dd01";5;"sp29";"sp29";1
"dd01";5;"sp29";"sp30";0
"dd01";5;"sp30";"sp01";0
"dd01";5;"sp30";"sp02";0
"dd01";5;"sp30";"sp03";0
"dd01";5;"sp30";"sp04";0
"dd01";5;"sp30";"sp05";0
"dd01";5;"sp30";"sp06";0
"dd01";5;"sp30";"sp07";0
"dd01";5;"sp30";"sp08";0
"dd01";5;"sp30";"sp09";0
"dd01";5;"sp30";"sp10";1,35748786959412
"dd01";5;"sp30";"sp11";0
"dd01";5;"sp30";"sp12";0
"dd01";5;"sp30";"sp13";0,944574026001764
"dd01";5;"sp30";"sp14";0,363621425088915
"dd01";5;"sp30";"sp15";0
"dd01";5;"sp30";"sp16";0
"dd01";5;"sp30";"sp17";0
"dd01";5;"sp30";"sp18";0,560223041802541
"dd01";5;"sp30";"sp19";0,564763255551882
"dd01";5;"sp30";"sp20";0,0634823689692393
"dd01";5;"sp30";"sp21";0
"dd01";5;"sp30";"sp22";0,746011651793805
"dd01";5;"sp30";"sp23";0
"dd01";5;"sp30";"sp24";0
"dd01";5;"sp30";"sp25";0
"dd01";5;"sp30";"sp26";0
"dd01";5;"sp30";"sp27";0
"dd01";5;"sp30";"sp28";0
"dd01";5;"sp30";"sp29";0
"dd01";5;"sp30";"sp30";1
"dd01";6;"sp01";"sp01";1
"dd01";6;"sp01";"sp02";0
"dd01";6;"sp01";"sp03";0
"dd01";6;"sp01";"sp04";0
"dd01";6;"sp01";"sp05";0
"dd01";6;"sp01";"sp06";0
"dd01";6;"sp01";"sp07";0
"dd01";6;"sp01";"sp08";0
"dd01";6;"sp01";"sp09";0
"dd01";6;"sp01";"sp10";0
"dd01";6;"sp01";"sp11";0
"dd01";6;"sp01";"sp12";0
"dd01";6;"sp01";"sp13";0
"dd01";6;"sp01";"sp14";0
"dd01";6;"sp01";"sp15";0
"dd01";6;"sp01";"sp16";0
"dd01";6;"sp01";"sp17";0
"dd01";6;"sp01";"sp18";0
"dd01";6;"sp01";"sp19";0
"dd01";6;"sp01";"sp20";0
"dd01";6;"sp01";"sp21";0
"dd01";6;"sp01";"sp22";0
"dd01";6;"sp01";"sp23";0
"dd01";6;"sp01";"sp24";0
"dd01";6;"sp01";"sp25";0
"dd01";6;"sp01";"sp26";0
"dd01";6;"sp01";"sp27";0
"dd01";6;"sp01";"sp28";0
"dd01";6;"sp01";"sp29";0,757431633563576
"dd01";6;"sp01";"sp30";0
"dd01";6;"sp02";"sp01";0
"dd01";6;"sp02";"sp02";1
"dd01";6;"sp02";"sp03";0,72041501961957
"dd01";6;"sp02";"sp04";0
"dd01";6;"sp02";"sp05";0,738980653027901
"dd01";6;"sp02";"sp06";0
"dd01";6;"sp02";"sp07";0
"dd01";6;"sp02";"sp08";0
"dd01";6;"sp02";"sp09";0
"dd01";6;"sp02";"sp10";0
"dd01";6;"sp02";"sp11";0
"dd01";6;"sp02";"sp12";0,118916051720261
"dd01";6;"sp02";"sp13";0
"dd01";6;"sp02";"sp14";0
"dd01";6;"sp02";"sp15";0
"dd01";6;"sp02";"sp16";0
"dd01";6;"sp02";"sp17";0
"dd01";6;"sp02";"sp18";0
"dd01";6;"sp02";"sp19";0
"dd01";6;"sp02";"sp20";0
"dd01";6;"sp02";"sp21";0
"dd01";6;"sp02";"sp22";0
"dd01";6;"sp02";"sp23";0,264502262279896
"dd01";6;"sp02";"sp24";0
"dd01";6;"sp02";"sp25";0
"dd01";6;"sp02";"sp26";0
"dd01";6;"sp02";"sp27";0,615420619972321
"dd01";6;"sp02";"sp28";0
"dd01";6;"sp02";"sp29";0
"dd01";6;"sp02";"sp30";0
"dd01";6;"sp03";"sp01";0
"dd01";6;"sp03";"sp02";0,284811654341369
"dd01";6;"sp03";"sp03";1
"dd01";6;"sp03";"sp04";0
"dd01";6;"sp03";"sp05";0
"dd01";6;"sp03";"sp06";0
"dd01";6;"sp03";"sp07";0
"dd01";6;"sp03";"sp08";0
"dd01";6;"sp03";"sp09";0
"dd01";6;"sp03";"sp10";0
"dd01";6;"sp03";"sp11";0,678014471012096
"dd01";6;"sp03";"sp12";0
"dd01";6;"sp03";"sp13";0
"dd01";6;"sp03";"sp14";0
"dd01";6;"sp03";"sp15";0
"dd01";6;"sp03";"sp16";0
"dd01";6;"sp03";"sp17";0
"dd01";6;"sp03";"sp18";0
"dd01";6;"sp03";"sp19";0
"dd01";6;"sp03";"sp20";0
"dd01";6;"sp03";"sp21";0
"dd01";6;"sp03";"sp22";0
"dd01";6;"sp03";"sp23";0
"dd01";6;"sp03";"sp24";0
"dd01";6;"sp03";"sp25";0
"dd01";6;"sp03";"sp26";0
"dd01";6;"sp03";"sp27";0,207726668411383
"dd01";6;"sp03";"sp28";0
"dd01";6;"sp03";"sp29";0
"dd01";6;"sp03";"sp30";0
"dd01";6;"sp04";"sp01";0
"dd01";6;"sp04";"sp02";0
"dd01";6;"sp04";"sp03";0
"dd01";6;"sp04";"sp04";1
"dd01";6;"sp04";"sp05";0
"dd01";6;"sp04";"sp06";0
"dd01";6;"sp04";"sp07";0,445623362303452
"dd01";6;"sp04";"sp08";0
"dd01";6;"sp04";"sp09";0
"dd01";6;"sp04";"sp10";0
"dd01";6;"sp04";"sp11";0
"dd01";6;"sp04";"sp12";0
"dd01";6;"sp04";"sp13";0
"dd01";6;"sp04";"sp14";0
"dd01";6;"sp04";"sp15";0,0389677734121909
"dd01";6;"sp04";"sp16";0
"dd01";6;"sp04";"sp17";0
"dd01";6;"sp04";"sp18";0
"dd01";6;"sp04";"sp19";0
"dd01";6;"sp04";"sp20";0
"dd01";6;"sp04";"sp21";0
"dd01";6;"sp04";"sp22";0
"dd01";6;"sp04";"sp23";0
"dd01";6;"sp04";"sp24";0
"dd01";6;"sp04";"sp25";0
"dd01";6;"sp04";"sp26";0
"dd01";6;"sp04";"sp27";0
"dd01";6;"sp04";"sp28";0
"dd01";6;"sp04";"sp29";0
"dd01";6;"sp04";"sp30";0
"dd01";6;"sp05";"sp01";0
"dd01";6;"sp05";"sp02";0,1247263776816
"dd01";6;"sp05";"sp03";0
"dd01";6;"sp05";"sp04";0
"dd01";6;"sp05";"sp05";1
"dd01";6;"sp05";"sp06";0
"dd01";6;"sp05";"sp07";0
"dd01";6;"sp05";"sp08";0
"dd01";6;"sp05";"sp09";0
"dd01";6;"sp05";"sp10";0
"dd01";6;"sp05";"sp11";0
"dd01";6;"sp05";"sp12";0
"dd01";6;"sp05";"sp13";0
"dd01";6;"sp05";"sp14";0
"dd01";6;"sp05";"sp15";0
"dd01";6;"sp05";"sp16";0
"dd01";6;"sp05";"sp17";0
"dd01";6;"sp05";"sp18";0
"dd01";6;"sp05";"sp19";0
"dd01";6;"sp05";"sp20";0
"dd01";6;"sp05";"sp21";0,588393641146141
"dd01";6;"sp05";"sp22";0
"dd01";6;"sp05";"sp23";0
"dd01";6;"sp05";"sp24";0
"dd01";6;"sp05";"sp25";0
"dd01";6;"sp05";"sp26";0
"dd01";6;"sp05";"sp27";0
"dd01";6;"sp05";"sp28";0,474352932831131
"dd01";6;"sp05";"sp29";0
"dd01";6;"sp05";"sp30";0
"dd01";6;"sp06";"sp01";0
"dd01";6;"sp06";"sp02";0
"dd01";6;"sp06";"sp03";0
"dd01";6;"sp06";"sp04";0
"dd01";6;"sp06";"sp05";0
"dd01";6;"sp06";"sp06";1
"dd01";6;"sp06";"sp07";0
"dd01";6;"sp06";"sp08";0
"dd01";6;"sp06";"sp09";0
"dd01";6;"sp06";"sp10";0
"dd01";6;"sp06";"sp11";0
"dd01";6;"sp06";"sp12";0
"dd01";6;"sp06";"sp13";0
"dd01";6;"sp06";"sp14";0
"dd01";6;"sp06";"sp15";0
"dd01";6;"sp06";"sp16";0
"dd01";6;"sp06";"sp17";0
"dd01";6;"sp06";"sp18";0
"dd01";6;"sp06";"sp19";0
"dd01";6;"sp06";"sp20";0
"dd01";6;"sp06";"sp21";0
"dd01";6;"sp06";"sp22";0
"dd01";6;"sp06";"sp23";0
"dd01";6;"sp06";"sp24";0
"dd01";6;"sp06";"sp25";0
"dd01";6;"sp06";"sp26";0
"dd01";6;"sp06";"sp27";0
"dd01";6;"sp06";"sp28";0,475283351454395
"dd01";6;"sp06";"sp29";0
"dd01";6;"sp06";"sp30";0
"dd01";6;"sp07";"sp01";0
"dd01";6;"sp07";"sp02";0
"dd01";6;"sp07";"sp03";0
"dd01";6;"sp07";"sp04";0,686594252262425
"dd01";6;"sp07";"sp05";0
"dd01";6;"sp07";"sp06";0
"dd01";6;"sp07";"sp07";1
"dd01";6;"sp07";"sp08";0,627625181770887
"dd01";6;"sp07";"sp09";0
"dd01";6;"sp07";"sp10";0
"dd01";6;"sp07";"sp11";0
"dd01";6;"sp07";"sp12";0
"dd01";6;"sp07";"sp13";0
"dd01";6;"sp07";"sp14";0,301865089978867
"dd01";6;"sp07";"sp15";0
"dd01";6;"sp07";"sp16";0
"dd01";6;"sp07";"sp17";0
"dd01";6;"sp07";"sp18";0
"dd01";6;"sp07";"sp19";0
"dd01";6;"sp07";"sp20";0
"dd01";6;"sp07";"sp21";0,888745493071022
"dd01";6;"sp07";"sp22";0
"dd01";6;"sp07";"sp23";0
"dd01";6;"sp07";"sp24";0
"dd01";6;"sp07";"sp25";0,463498198790151
"dd01";6;"sp07";"sp26";0
"dd01";6;"sp07";"sp27";0
"dd01";6;"sp07";"sp28";0,0891015126898314
"dd01";6;"sp07";"sp29";0
"dd01";6;"sp07";"sp30";0
"dd01";6;"sp08";"sp01";0
"dd01";6;"sp08";"sp02";0
"dd01";6;"sp08";"sp03";0
"dd01";6;"sp08";"sp04";0
"dd01";6;"sp08";"sp05";0
"dd01";6;"sp08";"sp06";0
"dd01";6;"sp08";"sp07";1,3705857722319
"dd01";6;"sp08";"sp08";1
"dd01";6;"sp08";"sp09";0
"dd01";6;"sp08";"sp10";0
"dd01";6;"sp08";"sp11";0
"dd01";6;"sp08";"sp12";0
"dd01";6;"sp08";"sp13";0
"dd01";6;"sp08";"sp14";0,53036484984353
"dd01";6;"sp08";"sp15";0
"dd01";6;"sp08";"sp16";0
"dd01";6;"sp08";"sp17";0
"dd01";6;"sp08";"sp18";0
"dd01";6;"sp08";"sp19";0
"dd01";6;"sp08";"sp20";0
"dd01";6;"sp08";"sp21";0
"dd01";6;"sp08";"sp22";0
"dd01";6;"sp08";"sp23";0
"dd01";6;"sp08";"sp24";0
"dd01";6;"sp08";"sp25";0
"dd01";6;"sp08";"sp26";0
"dd01";6;"sp08";"sp27";0
"dd01";6;"sp08";"sp28";0
"dd01";6;"sp08";"sp29";0,844771652836299
"dd01";6;"sp08";"sp30";0
"dd01";6;"sp09";"sp01";0
"dd01";6;"sp09";"sp02";0
"dd01";6;"sp09";"sp03";0
"dd01";6;"sp09";"sp04";0
"dd01";6;"sp09";"sp05";0
"dd01";6;"sp09";"sp06";0
"dd01";6;"sp09";"sp07";0
"dd01";6;"sp09";"sp08";0
"dd01";6;"sp09";"sp09";1
"dd01";6;"sp09";"sp10";0
"dd01";6;"sp09";"sp11";0
"dd01";6;"sp09";"sp12";1,12132135948855
"dd01";6;"sp09";"sp13";0,553434791511916
"dd01";6;"sp09";"sp14";0
"dd01";6;"sp09";"sp15";0
"dd01";6;"sp09";"sp16";0
"dd01";6;"sp09";"sp17";0
"dd01";6;"sp09";"sp18";0
"dd01";6;"sp09";"sp19";0
"dd01";6;"sp09";"sp20";0
"dd01";6;"sp09";"sp21";0
"dd01";6;"sp09";"sp22";0
"dd01";6;"sp09";"sp23";0
"dd01";6;"sp09";"sp24";0
"dd01";6;"sp09";"sp25";0
"dd01";6;"sp09";"sp26";0
"dd01";6;"sp09";"sp27";0
"dd01";6;"sp09";"sp28";0
"dd01";6;"sp09";"sp29";0
"dd01";6;"sp09";"sp30";0
"dd01";6;"sp10";"sp01";0
"dd01";6;"sp10";"sp02";0
"dd01";6;"sp10";"sp03";0
"dd01";6;"sp10";"sp04";0
"dd01";6;"sp10";"sp05";0
"dd01";6;"sp10";"sp06";0
"dd01";6;"sp10";"sp07";0
"dd01";6;"sp10";"sp08";0
"dd01";6;"sp10";"sp09";0
"dd01";6;"sp10";"sp10";1
"dd01";6;"sp10";"sp11";0
"dd01";6;"sp10";"sp12";0
"dd01";6;"sp10";"sp13";0
"dd01";6;"sp10";"sp14";0
"dd01";6;"sp10";"sp15";0,469462060051056
"dd01";6;"sp10";"sp16";0,560060572941432
"dd01";6;"sp10";"sp17";0
"dd01";6;"sp10";"sp18";0
"dd01";6;"sp10";"sp19";0
"dd01";6;"sp10";"sp20";0,245463215715943
"dd01";6;"sp10";"sp21";0
"dd01";6;"sp10";"sp22";0
"dd01";6;"sp10";"sp23";0
"dd01";6;"sp10";"sp24";0
"dd01";6;"sp10";"sp25";0
"dd01";6;"sp10";"sp26";0
"dd01";6;"sp10";"sp27";0
"dd01";6;"sp10";"sp28";0
"dd01";6;"sp10";"sp29";0
"dd01";6;"sp10";"sp30";0
"dd01";6;"sp11";"sp01";0
"dd01";6;"sp11";"sp02";0
"dd01";6;"sp11";"sp03";0,843073199786789
"dd01";6;"sp11";"sp04";0
"dd01";6;"sp11";"sp05";0
