"cell_id";"Acanthis_flammea";"Acanthisitta_chloris";"Acridotheres_tristis";"Anas_chlorotis";"Anthornis_melanura";"Anthus_novaeseelandiae";"Astelia_banksii";"Branta_canadensis";"Carduelis_carduelis";"Carpodetus_serratus";"Chloris_chloris";"Coprosma_acerosa";"Coprosma_arborea";"Coprosma_crassifolia";"Coprosma_grandifolia";"Coprosma_lucida";"Coprosma_macrocarpa";"Coprosma_parviflora";"Coprosma_repens";"Coprosma_rhamnoides";"Coprosma_robusta";"Cordyline_australis";"Coriaria_arborea";"Corokia_cotoneaster";"Dacrydium_cupressinum";"Dysoxylum_spectabile";"Freycinetia_banksii";"Fringilla_coelebs";"Gaultheria_antipoda";"Geniostoma_ligustrifolium";"Gerygone_igata";"Hemiphaga_novaeseelandiae";"Knightia_excelsa";"Leptecophylla_juniperina";"Leptospermum_scoparium";"Leucopogon_fasciculatus";"Lophomyrtus_bullata";"Meleagris_gallopavo";"Melicytus_ramiflorus";"Muehlenbeckia_complexa";"Myrsine_australis";"Nestegis_lanceolata";"Parsonsia_heterophylla";"Passer_domesticus";"Petroica_australis";"Petroica_macrocephala";"Phasianus_colchicus";"Phormium_tenax";"Pittosporum_tenuifolium";"Platycercus_eximius";"Porphyrio_melanotus";"Prosthemadera_novaeseelandiae";"Pseudopanax_arboreus";"Pseudopanax_crassifolius";"Pseudopanax_lessonii";"Rhipidura_fuliginosa";"Rhopalostylis_sapida";"Rubus_australis";"Schefflera_digitata";"Solanum_mauritianum";"Sturnus_vulgaris";"Styphelia_nesophila";"Tadorna_variegata";"Toronia_toru";"Turdus_merula";"Turdus_philomelos";"Vitex_lucens";"Zosterops_lateralis";"Acer_pseudoplatanus";"Alectryon_excelsus";"Alseuosmia_macrophylla";"Archontophoenix_cunninghamiana";"Asparagus_asparagoides";"Asparagus_scandens";"Beilschmiedia_tarairi";"Beilschmiedia_tawa";"Berberis_glaucocarpa";"Callaeas_cinereus";"Cestrum_nocturnum";"Coprosma_areolata";"Coprosma_propinqua";"Coprosma_rigida";"Corynocarpus_laevigatus";"Cotoneaster_glaucophyllus";"Dacrycarpus_dacrydioides";"Elaeocarpus_dentatus";"Ficus_carica";"Fuchsia_excorticata";"Gallirallus_australis";"Griselinia_littoralis";"Griselinia_lucida";"Hedera_helix";"Hedycarya_arborea";"Hedychium_gardnerianum";"Ileostylus_micranthus";"Lantana_camara";"Leycesteria_formosa";"Ligustrum_lucidum";"Ligustrum_sinense";"Litsea_calicaris";"Lonicera_japonica";"Macropiper_excelsum";"Meryta_sinclairii";"Mida_salicifolia";"Muehlenbeckia_australis";"Myoporum_laetum";"Myrsine_divaricata";"Myrsine_salicina";"Neomyrtus_pedunculata";"Nestegis_cunninghamii";"Nestor_meridionalis";"Paratrophis_microphylla";"Passiflora_edulis";"Passiflora_tarminiana";"Phoenix_canariensis";"Phytolacca_icosandra";"Pisonia_brunoniana";"Pittosporum_crassifolium";"Pittosporum_eugenioides";"Planchonella_costata";"Podocarpus_cunninghamii";"Podocarpus_totara";"Prumnopitys_ferruginea";"Prumnopitys_taxifolia";"Prunus_domestica";"Prunus_persica";"Psidium_cattleianum";"Rhamnus_alaternus";"Rhaphiolepis_loquata";"Ripogonum_scandens";"Rubus_cissoides";"Rubus_fruticosus";"Solanum_nigrum";"Solanum_pseudocapsicum";"Syzygium_smithii";"Trachycarpus_fortunei";"Vitis_vinifera";"Chroicocephalus_novaehollandiae";"Cyanoramphus_novaezelandiae";"Ficus_macrophylla";"Mohoua_albicilla";"Olea_europaea";"Philesturnus_carunculatus";"Solanum_laciniatum";"Aristotelia_serrata";"Ascarina_lucida";"Astelia_nervosa";"Cacatua_galerita";"Cotoneaster_coriaceus";"Elaeocarpus_hookerianus";"Malus_domestica";"Metrosideros_umbellata";"Passiflora_tetrandra";"Pennantia_corymbosa";"Pseudowintera_axillaris";"Pseudowintera_colorata";"Raukaua_edgerleyi";"Rubus_squarrosus";"Solanum_aviculare";"Weinmannia_racemosa";"Alnus_glutinosa";"Coprosma_rotundifolia";"Cotoneaster_franchetii";"Crataegus_monogyna";"Geniostoma_rupestre";"Gunnera_tinctoria";"Ilex_aquifolium";"Laurus_nobilis";"Lophomyrtus_obcordata";"Lycium_ferocissimum";"Notiomystis_cincta";"Passiflora_tripartita";"Plagianthus_regius";"Prunus_cerasifera";"Prunus_laurocerasus";"Syzygium_australe";"Arbutus_unedo";"Astelia_fragrans";"Corokia_macrocarpa";"Cyanoramphus_auriceps";"Dracaena_draco";"Fragaria_ananassa";"Isolepis_habra";"Ligustrum_ovalifolium";"Muehlenbeckia_astonii";"Muehlenbeckia_axillaris";"Myrsine_chathamica";"Phormium_colensoi";"Phyllocladus_trichomanoides";"Prunus_avium";"Pyrus_communis";"Rosa_rubiginosa";"Sambucus_nigra";"Coprosma_foetidissima";"Lepidothamnus_intermedius";"Neopanax_colensoi";"Raukaua_simplex";"Coprosma_colensoi";"Coprosma_tenuifolia";"Euonymus_europaeus";"Luzuriaga_parviflora";"Melicytus_lanceolatus";"Actinidia_chinensis";"Cyanoramphus_malherbi";"Fuchsia_perscandens";"Halocarpus_biformis";"Hymenolaimus_malacorhynchos";"Mohoua_ochrocephala";"Pentachondra_pumila";"Podocarpus_nivalis";"Androstoma_empetrifolia";"Aristotelia_fruticosa";"Berberis_darwinii";"Coprosma_cheesemanii";"Coprosma_rugosa";"Gaultheria_depressa";"Gaultheria_macrostigma";"Lepidothamnus_laxifolius";"Sorbus_aucuparia";"Tupeia_antarctica";"Alepis_flavida";"Coprosma_linariifolia";"Peraxilla_colensoi";"Peraxilla_tetrapetala";"Coriaria_plumosa";"Coprosma_depressa";"Coprosma_perpusilla";"Coprosma_pseudocuneata";"Dracophyllum_longifolium";"Tropaeolum_speciosum";"Solanum_americanum";"Acrothamnus_colensoi";"Coprosma_fowerakeri";"Coprosma_petriei";"Coriaria_sarmentosa";"Melicytus_alpinus";"Coprosma_cuneata";"Ribes_sanguineum";"Taxus_baccata";"Finschia_novaeseelandiae";"Melicytus_obovatus";"Nestor_notabilis";"Strigops_habroptila";"Astelia_nivicola";"Coprosma_serrulata";"Actinidia_arguta";"Coprosma_intertexta";"Coriaria_angustissima";"Melicytus_chathamicus"
32;74;365;0;0;2184;344;0;163;306;42;29;0;0;0;29;16;0;0;1;30;6;2;17;13;38;0;1;1599;24;0;1268;305;0;55;88;32;1;5;13;7;10;0;3;291;1069;1230;0;14;13;1;126;836;0;62;0;1091;2;4;20;0;312;38;459;0;879;823;0;1429;5;0;0;0;0;0;0;0;3;0;0;0;22;6;0;0;17;2;0;35;552;84;5;9;4;0;0;0;20;0;1;0;0;0;0;0;13;0;72;19;60;0;421;3;0;0;0;0;0;0;7;0;0;15;19;11;2;1;0;0;0;5;34;2;2;0;0;0;0;0;5;0;0;0;0;0;42;4;91;0;1;54;1;85;0;7;3;58;3;0;0;46;0;10;3;3;0;0;3;1;5;0;0;0;2;0;1;0;0;37;0;94;0;0;2;0;0;47;0;44;109;1;0;5;2;81;41;51;92;22;0;0;18;4;0;0;0;40;23;0;64;36;32;34;0;22;18;58;34;23;16;0;28;17;21;19;5;17;17;34;20;0;0;36;23;4;17;18;0;1;0;244;0;173;0;6;16;0;1;6;0
33;79;130;0;0;1988;574;0;334;1698;12;54;1;0;8;9;3;0;0;13;9;9;10;9;15;5;0;0;2096;5;0;1272;239;0;11;17;4;0;8;8;4;10;0;6;889;205;319;13;4;10;0;93;245;17;14;0;1170;2;0;1;0;1328;24;982;0;1363;1806;0;1827;0;8;0;0;0;0;0;4;12;0;0;6;10;1;5;1;1;7;0;9;6;19;1;1;11;0;15;0;5;0;0;0;0;10;2;0;6;17;11;0;0;3;9;1;0;0;0;7;0;2;4;0;0;11;3;10;0;0;0;0;0;2;12;0;1;0;0;0;0;1;0;0;0;0;0;5;7;0;11;0;1;3;2;0;1;15;0;4;1;10;6;0;0;2;4;4;0;0;0;0;10;7;0;2;1;1;1;0;0;4;0;0;0;0;0;0;2;11;0;12;20;1;1;10;0;0;0;7;0;0;0;0;0;3;0;0;0;7;1;0;11;17;1;11;0;10;0;15;2;2;3;6;14;4;8;4;6;0;5;3;6;0;0;26;5;1;5;36;0;1;3;436;0;28;0;0;0;0;3;0;0
34;0;0;0;0;47;200;0;325;482;0;0;2;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;432;0;0;132;0;0;0;0;0;0;0;0;2;0;0;0;335;0;0;1;1;0;1;221;3;0;0;0;179;0;0;0;0;415;0;500;0;143;176;0;216;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;10;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0
35;0;0;0;0;7;14;0;0;2;0;0;0;0;2;0;0;0;0;3;1;0;2;0;0;0;0;0;3;0;0;7;0;2;2;4;0;0;0;1;3;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;5;0;17;0;6;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;4;8;0;0;379;4;0;25;18;10;1;0;0;0;2;3;0;0;0;2;1;9;3;0;22;0;12;208;0;0;284;203;0;4;16;0;0;0;4;0;5;0;1;105;146;328;0;11;0;0;85;275;0;7;0;288;0;1;2;0;56;0;242;0;188;166;0;222;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;10;1;0;12;15;1;0;6;3;0;5;0;3;1;0;0;0;3;0;0;1;0;5;2;6;0;4;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;6;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;14;0;0;0;6;1;10;0;0;0;4;1;0;0;20;0;1;1;0;0;0;4;0;0;0;0;0;0;0;3;0;0;1;0;5;0;0;0;0;0;0;0;0;7;0;0;0;0;3;2;0;0;1;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;78;0;106;0;1;0;0;0;0;0
37;49;468;0;0;1500;196;0;168;267;41;18;9;0;2;16;36;0;0;5;37;7;24;22;46;87;0;29;1160;23;0;1266;621;0;7;39;1;0;4;28;7;19;0;5;384;369;1364;0;41;12;0;429;384;2;83;0;1004;2;11;59;0;370;61;686;0;811;670;0;1072;11;0;0;0;0;0;0;0;1;0;0;6;56;3;1;3;78;58;0;51;727;159;4;10;25;3;16;0;42;0;3;0;6;0;0;0;16;1;35;21;32;0;21;4;0;1;1;1;0;0;13;0;0;19;95;4;2;0;0;0;0;10;10;5;6;0;0;0;0;0;0;0;1;0;0;4;66;22;62;0;2;18;2;70;0;13;1;103;9;0;0;103;5;26;5;0;0;11;8;0;0;0;0;0;0;0;0;0;1;12;0;16;0;1;0;2;0;67;0;29;99;0;0;40;3;110;1;64;126;10;0;3;8;11;0;0;1;28;121;4;97;60;11;24;1;11;47;86;4;47;0;0;26;19;1;30;14;21;18;26;67;6;0;39;10;4;9;34;0;0;0;453;0;1291;0;1;75;0;3;34;0
38;49;415;1;0;1738;390;0;1643;2938;82;9;12;0;45;3;38;0;0;6;68;68;118;31;95;27;0;0;4111;23;0;1888;207;0;59;124;21;0;6;35;43;25;0;23;3435;550;676;116;65;112;0;1835;114;59;104;0;2058;0;4;24;0;4064;94;2942;0;3215;3080;0;2638;29;1;0;0;2;0;0;0;8;0;0;0;142;9;4;6;65;0;3;54;66;159;0;33;0;0;14;0;16;0;2;0;12;3;0;0;49;8;38;0;44;0;126;1;0;0;0;0;0;8;22;0;0;39;6;22;1;1;0;0;0;4;56;7;4;0;0;2;1;0;0;0;0;0;0;23;66;0;16;1;1;56;11;8;0;9;0;97;0;10;1;3;11;14;8;48;0;9;19;3;28;6;0;0;16;10;12;0;7;40;0;154;0;2;0;2;10;120;0;11;38;25;0;92;22;5;0;15;3;1;0;47;2;0;0;41;9;1;13;80;34;65;1;32;0;6;22;85;11;1;43;3;37;42;0;38;7;4;16;7;22;6;0;91;18;20;32;66;0;4;3;269;1;192;0;0;6;0;7;2;0
39;0;5;0;0;377;20;0;194;555;1;0;2;0;9;0;7;0;0;3;4;9;17;1;6;1;0;0;667;2;0;375;93;0;8;10;4;0;6;10;6;6;0;4;416;3;4;7;6;9;0;242;18;25;6;0;376;0;0;0;0;506;3;503;0;403;508;0;387;3;2;0;0;0;0;0;0;0;0;0;0;12;0;4;2;2;0;0;3;0;10;6;1;1;0;6;0;0;0;0;0;1;14;0;0;4;12;3;0;1;0;0;1;0;0;0;0;0;1;0;0;0;3;1;3;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0;3;0;1;0;8;0;0;1;0;0;8;0;0;1;0;5;5;0;2;0;1;1;0;1;6;0;0;0;0;0;0;2;0;0;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;2;20;0;2;0;0;0;0;3;0;0
40;26;83;0;0;394;62;0;2;21;18;7;2;0;1;0;10;0;0;0;19;0;4;2;0;29;0;9;299;1;0;323;161;0;3;4;0;0;0;16;0;10;0;0;29;6;367;0;8;1;0;99;194;0;23;0;284;0;1;15;0;57;1;111;0;199;148;0;234;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;11;0;0;7;6;28;1;0;28;0;8;0;0;0;0;0;0;0;0;0;9;0;13;0;11;0;81;0;0;0;0;0;0;0;0;0;0;1;24;3;0;0;0;0;0;17;8;1;0;0;0;0;0;0;0;0;0;0;0;0;6;21;3;0;1;4;0;7;0;8;0;25;0;0;0;8;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;0;17;0;0;0;0;0;4;0;1;7;0;0;0;0;18;11;1;7;2;0;0;2;1;0;0;3;4;16;6;0;1;0;1;0;1;3;0;0;0;0;0;0;0;2;0;1;0;1;2;7;0;0;0;0;0;0;0;1;0;0;65;0;202;0;0;1;0;0;0;0
41;74;759;0;0;1113;364;0;414;301;21;20;8;0;0;1;20;0;0;0;8;1;5;32;19;21;0;5;1206;4;0;1259;533;0;0;9;0;0;0;7;11;5;0;0;270;35;1559;48;10;6;0;209;553;0;18;0;925;0;2;36;0;335;121;1026;0;711;876;0;776;3;0;0;0;0;0;0;0;0;0;0;0;29;1;0;3;19;0;0;12;25;36;1;4;5;0;4;0;1;0;0;0;2;0;0;0;11;0;26;0;7;0;157;1;0;0;0;0;0;0;1;0;0;8;19;5;0;0;0;0;0;3;7;1;0;0;0;0;0;0;0;0;1;0;0;0;10;3;1;0;0;6;5;16;0;9;0;28;3;0;0;15;12;17;1;0;0;0;0;0;1;0;0;0;5;2;3;0;2;18;0;179;0;1;1;1;0;99;0;6;59;7;0;31;0;8;2;16;19;3;0;0;19;3;0;0;0;2;26;192;12;43;2;32;0;5;23;62;3;0;13;0;4;0;13;20;16;2;24;5;53;0;0;69;11;12;7;29;4;0;0;291;0;664;0;2;9;0;3;11;0
42;21;132;0;0;1015;256;0;512;1355;15;8;3;0;4;0;3;0;0;1;10;3;30;3;10;0;0;0;1697;3;0;1287;492;0;7;16;0;0;1;16;16;13;0;15;1132;2;158;61;13;18;0;248;234;14;24;0;1187;0;1;18;0;1239;58;1453;0;1586;1747;0;1327;46;0;0;0;0;0;0;0;2;0;0;5;31;10;0;0;9;0;0;39;1;52;0;9;0;0;6;0;32;0;0;0;3;0;0;0;22;0;10;0;4;0;0;4;0;0;0;0;0;1;7;0;0;32;0;14;3;0;0;0;0;0;16;4;0;0;0;2;0;0;0;0;0;0;0;2;38;0;6;0;0;8;4;15;0;4;0;11;1;3;0;0;9;12;2;7;0;0;11;0;2;0;0;1;3;3;6;0;0;18;0;0;0;1;0;1;0;54;0;10;9;6;0;23;15;1;0;20;6;0;0;13;0;2;0;0;3;1;0;0;7;13;0;12;12;2;14;17;0;0;11;4;6;10;0;3;2;0;11;4;15;26;0;31;0;24;12;44;0;1;5;241;0;40;0;1;2;0;10;0;0
43;4;16;19;15;5374;573;0;3608;9492;67;5;12;1;138;25;161;1;1;328;105;713;943;49;121;28;0;0;7524;23;0;4957;1793;0;47;66;24;2;78;464;378;137;0;121;9741;2;198;909;413;591;34;4197;53;571;245;30;5575;2;2;90;1;10108;86;5464;0;7608;7920;1;7649;430;107;0;0;37;62;1;7;36;0;0;63;205;31;67;23;171;18;19;190;0;292;4;368;68;2;148;0;69;6;11;0;123;159;6;0;440;255;39;1;8;1;0;50;1;5;15;1;0;130;427;0;0;294;12;159;16;12;0;37;10;37;91;59;145;25;0;34;7;0;0;0;0;9;0;400;123;0;2;213;64;32;44;5;70;144;2;141;0;57;7;9;45;146;60;259;0;59;186;64;128;127;0;82;250;68;62;0;192;92;1;1;0;2;1;2;55;122;0;40;13;38;14;63;424;1;0;27;1;1;0;273;0;2;0;0;19;0;0;0;0;3;0;1;15;0;6;13;1;1;37;18;3;55;0;2;0;0;0;0;3;14;0;0;0;1;4;144;1;96;79;106;12;4;0;0;0;0;1;0;4
44;0;42;0;0;919;58;0;297;337;23;0;0;0;19;1;14;0;0;4;21;15;24;4;19;1;0;0;408;9;0;408;554;0;2;4;0;0;1;49;12;13;0;20;238;0;296;13;16;11;0;130;167;17;13;0;391;21;0;25;0;222;16;351;0;299;440;0;409;24;15;0;0;4;5;0;0;2;0;0;7;17;1;19;0;13;0;1;45;0;17;0;5;16;0;38;0;16;0;0;0;6;38;0;0;20;31;7;0;6;0;0;7;0;0;8;8;0;6;16;0;0;16;4;10;1;0;0;0;0;5;10;2;6;0;0;0;0;0;1;0;0;0;0;43;12;0;0;0;3;3;1;0;6;23;0;23;3;9;8;0;0;22;1;8;0;11;4;0;14;2;0;6;5;2;3;0;1;14;0;0;0;0;0;0;0;0;0;5;0;0;0;2;7;0;0;18;1;0;0;1;0;0;0;0;2;0;0;0;2;0;0;0;1;0;0;4;0;0;0;11;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;306;0;0;0;0;0;0;0;0;0
45;29;108;0;1;275;29;0;16;2;1;1;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;2;92;0;0;164;92;0;1;1;0;0;1;0;0;1;0;0;0;46;264;0;1;0;0;0;111;0;0;0;129;0;0;3;0;0;0;61;0;69;36;0;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;211;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;0;145;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;2;0;8;0;1;0;2;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;20;0;0;0;0;0;3;0;2;3;0;0;0;0;1;0;0;2;2;0;0;1;0;0;0;0;0;55;4;1;0;0;0;0;1;0;3;0;0;0;0;0;0;3;0;2;0;3;5;5;0;0;0;1;0;0;3;3;0;0;69;0;230;0;2;7;0;0;0;0
46;89;1295;0;9;2933;518;0;377;847;52;18;3;0;8;0;44;0;0;1;40;3;119;36;39;22;0;5;2852;29;0;2590;863;0;21;44;0;0;4;19;11;23;0;10;720;1671;2623;19;77;38;0;277;1321;3;61;0;2050;0;1;25;0;877;48;2123;0;1699;1763;0;1444;73;0;0;0;0;0;0;0;6;0;0;0;101;5;0;1;21;0;1;39;507;86;7;31;29;0;35;0;35;1;0;0;1;0;0;0;34;0;38;0;26;0;802;0;0;0;0;0;0;0;9;0;0;3;32;10;6;0;0;0;0;8;30;6;2;0;0;0;0;0;0;0;0;0;0;4;46;8;36;0;6;18;5;36;0;23;1;46;5;0;1;15;4;26;4;118;0;2;26;1;4;0;0;0;7;7;7;0;3;53;0;502;0;1;0;0;0;25;0;20;50;2;0;84;40;39;1;11;51;24;0;8;21;0;0;0;1;6;292;295;11;25;5;20;0;13;36;40;2;13;127;0;19;9;4;5;16;4;10;23;23;1;0;24;10;2;10;21;21;27;0;765;0;1974;0;4;16;0;1;6;0
47;30;54;0;0;549;210;0;343;1118;3;13;2;0;16;0;4;0;0;0;1;1;17;9;21;0;0;0;1302;13;0;700;52;0;1;30;0;0;23;0;24;0;0;1;744;2;138;5;8;10;0;105;105;0;2;0;474;0;0;0;0;945;83;1053;0;946;1107;0;590;6;0;0;0;0;0;0;0;0;0;0;0;48;0;0;1;0;0;0;4;3;8;0;2;0;0;2;0;0;1;0;0;0;0;0;0;6;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;2;0;1;11;0;0;2;0;0;0;0;0;1;2;1;0;0;0;0;3;0;0;0;0;0;48;0;1;13;0;1;74;11;0;0;0;0;0;0;6;0;0;0;0;0;0;1;3;14;21;0;20;0;5;8;23;4;0;18;0;4;2;0;31;2;0;9;0;5;0;0;29;2;53;6;74;0;3;0;63;0;18;0;0;0;0;33;3;0
48;4;22;0;0;284;39;0;370;857;0;1;3;0;11;0;0;0;0;7;1;7;24;1;6;1;0;0;723;1;0;365;62;1;0;3;0;0;4;10;12;2;0;6;710;0;58;10;13;12;0;218;50;4;4;0;394;0;0;1;0;892;2;736;0;636;687;0;529;9;0;0;0;0;0;0;0;12;0;0;2;20;2;0;5;5;0;3;11;0;21;0;9;0;0;6;0;1;0;0;0;3;0;0;0;14;9;3;1;0;0;0;2;0;0;1;0;0;3;5;0;0;8;0;10;0;0;0;0;0;0;2;1;6;0;0;2;0;0;0;0;0;0;0;20;10;0;0;0;0;3;1;0;0;1;0;3;0;4;0;0;2;5;7;5;0;0;2;1;3;26;0;5;7;3;1;0;8;3;0;0;0;0;0;0;0;7;0;2;0;1;0;4;13;0;0;3;4;0;0;10;0;1;0;0;2;0;0;0;2;3;0;1;1;0;5;1;0;0;1;0;0;6;0;0;0;0;0;0;4;4;0;0;0;0;4;6;0;6;4;58;0;0;0;0;0;0;3;0;4
49;132;496;0;0;3643;239;0;761;466;15;10;0;0;0;1;20;0;0;0;8;0;5;9;10;16;0;1;1789;9;0;2248;1125;0;21;33;0;0;11;5;1;10;0;2;459;1029;2883;1;3;6;0;83;978;1;19;0;1684;0;3;9;0;615;5;1840;0;979;932;0;1044;1;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;5;0;0;8;898;12;0;2;2;0;19;0;1;0;0;0;1;0;0;0;0;0;19;0;15;0;889;1;0;0;0;0;0;0;5;0;0;4;21;3;0;0;0;0;0;8;6;0;0;0;0;0;0;0;3;0;4;0;134;0;13;5;17;0;0;17;1;23;0;2;0;13;1;0;0;13;1;8;0;0;0;0;2;1;2;0;0;0;0;0;2;0;2;4;0;335;0;0;2;0;0;6;0;17;26;1;0;1;1;21;6;7;15;11;0;0;10;2;0;0;0;11;95;212;31;0;14;4;5;36;8;18;5;8;4;0;21;3;3;6;3;0;32;11;20;0;0;1;5;0;2;14;14;3;0;747;0;919;0;10;14;0;0;4;0
50;42;122;0;0;436;142;0;233;337;4;10;4;0;3;0;1;0;0;0;1;0;7;0;20;0;0;0;804;3;0;615;128;0;6;17;0;0;5;5;3;2;0;4;273;187;303;4;10;4;0;43;101;0;7;0;406;0;0;1;0;537;8;599;0;626;628;0;302;0;0;0;0;0;0;0;0;0;0;0;0;19;1;0;0;3;0;0;4;4;5;0;0;0;0;8;0;7;0;0;0;0;0;0;0;4;0;18;0;0;0;19;0;0;0;0;0;0;0;0;0;0;1;2;4;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;3;0;4;0;2;3;0;0;0;4;0;5;0;0;0;0;0;3;0;1;0;0;1;0;2;0;0;0;3;2;4;0;1;2;1;25;0;0;0;0;0;7;0;3;8;2;0;3;3;0;0;1;2;1;0;1;0;1;0;0;2;0;2;3;12;5;11;10;1;11;13;14;10;2;6;3;27;7;10;3;6;1;5;3;11;3;0;24;3;4;1;15;1;0;0;104;0;26;0;4;1;0;1;0;0
51;14;61;0;0;693;194;0;209;911;6;3;0;0;14;0;4;0;0;5;4;1;13;0;34;2;0;0;1209;8;0;862;210;0;2;44;0;0;8;8;42;11;0;7;705;32;182;3;7;5;13;421;221;0;11;0;504;0;0;1;0;1077;53;947;0;1098;1043;0;542;12;0;0;0;0;0;0;0;4;0;0;3;29;2;0;5;3;0;1;9;0;11;0;10;0;0;7;0;7;0;0;0;3;0;0;0;7;6;10;0;0;0;0;6;0;0;0;0;0;1;6;0;0;13;5;11;0;0;0;0;0;2;6;2;1;0;0;0;0;0;2;0;0;0;0;7;7;0;39;0;4;2;6;0;0;5;0;8;1;2;0;0;0;6;1;13;0;2;3;0;5;0;0;1;3;1;2;0;6;6;0;2;0;0;2;0;0;6;0;4;3;6;2;21;9;0;0;1;0;1;0;13;0;1;0;0;3;0;1;29;41;2;21;13;0;20;6;25;62;0;7;3;0;8;16;0;0;0;11;1;27;7;0;13;0;4;1;64;4;6;0;224;0;1;0;5;0;0;5;0;0
52;4;398;0;0;4048;117;0;518;2464;81;2;18;0;104;51;25;0;0;89;97;99;105;29;46;58;0;1;2071;48;0;2265;2753;0;24;100;1;4;12;155;20;112;0;55;2448;504;735;14;63;132;826;1453;2176;52;94;0;2109;1;0;133;0;3087;25;4138;0;2560;2440;0;2547;110;1;0;0;0;1;0;0;6;0;0;74;75;15;6;1;32;0;4;211;0;145;0;80;0;0;405;0;69;2;2;0;11;8;0;0;108;121;43;3;18;1;416;32;0;2;0;0;0;8;141;0;0;74;52;27;1;0;0;0;0;50;84;3;47;0;0;0;0;0;1;0;0;0;16;182;139;0;28;2;14;29;5;10;0;47;0;146;44;20;0;0;5;99;14;62;0;21;52;0;34;28;0;61;36;11;34;0;20;116;1;1;0;1;1;1;1;6;0;21;10;6;0;5;68;77;0;27;69;0;0;21;0;30;0;0;13;12;0;0;21;0;27;1;100;8;77;7;42;0;15;62;0;31;0;0;0;0;0;8;65;24;0;0;0;0;5;12;0;56;14;655;0;3;0;0;0;0;0;0;1
