"sp";"dispersal.category";"exponential.rate";"replicate";"dispersal.distance"
"sp14";"dk02";0,7;10;2,06124089483556
"sp16";"dk02";0,7;10;1,80760145846607
"sp21";"dk02";0,7;10;1,76058103788704
"sp23";"dk02";0,7;10;1,71955883763051
"sp24";"dk02";0,7;10;1,32928187420711
"sp26";"dk02";0,7;10;1,30764816083399
"sp28";"dk02";0,7;10;1,21012434889548
"sp02";"dk02";0,7;10;1,15307166850398
"sp03";"dk02";0,7;10;1,04605491079161
"sp09";"dk02";0,7;10;0,866137431003153
"sp11";"dk02";0,7;10;0,791759550546958
"sp12";"dk02";0,7;10;0,518798416279046
"sp15";"dk02";0,7;10;0,413151435287935
"sp20";"dk02";0,7;10;0,380165665171476
"sp05";"dk02";0,7;10;0,366074980369636
"sp07";"dk02";0,7;10;0,329019198072668
"sp08";"dk02";0,7;10;0,265491906154369
"sp13";"dk02";0,7;10;0,213879847100803
"sp17";"dk02";0,7;10;0,188865862520678
"sp22";"dk02";0,7;10;0,16358814696529
"sp19";"dk02";0,7;10;0,119060949156327
"sp30";"dk02";0,7;10;0,0897312403789588
"sp17";"dk03";0,5;1;5,17461492631344
"sp14";"dk03";0,5;1;4,4771662304174
"sp13";"dk03";0,5;1;4,30372161020465
"sp10";"dk03";0,5;1;4,00123880041723
"sp15";"dk03";0,5;1;3,66654922051315
"sp19";"dk03";0,5;1;3,3946891723383
"sp01";"dk03";0,5;1;3,18676286173945
"sp04";"dk03";0,5;1;3,10509917323198
"sp09";"dk03";0,5;1;2,38378868616166
"sp11";"dk03";0,5;1;2,37844862407985
"sp16";"dk03";0,5;1;2,25428986293186
"sp18";"dk03";0,5;1;2,1046603861356
"sp25";"dk03";0,5;1;1,55035549207571
"sp05";"dk03";0,5;1;1,44867209150436
"sp06";"dk03";0,5;1;1,4464786226492
"sp12";"dk03";0,5;1;1,3728981660679
"sp20";"dk03";0,5;1;1,2423931453377
"sp23";"dk03";0,5;1;1,14952082240991
"sp29";"dk03";0,5;1;0,896037137135863
"sp03";"dk03";0,5;1;0,750338769517839
"sp21";"dk03";0,5;1;0,651399064809084
"sp24";"dk03";0,5;1;0,532662206329405
"sp02";"dk03";0,5;1;0,462507365223743
"sp07";"dk03";0,5;1;0,4557974825522
"sp08";"dk03";0,5;1;0,448044698345994
"sp22";"dk03";0,5;1;0,359454997815192
"sp28";"dk03";0,5;1;0,315199693664908
"sp26";"dk03";0,5;1;0,207890558987856
"sp27";"dk03";0,5;1;0,150511607710647
"sp30";"dk03";0,5;1;0,069322665730787
"sp11";"dk03";0,5;2;9,1058240900363
"sp03";"dk03";0,5;2;7,12984323046376
"sp21";"dk03";0,5;2;6,42493565346966
"sp06";"dk03";0,5;2;4,39197970826987
"sp07";"dk03";0,5;2;4,1276487073112
"sp09";"dk03";0,5;2;3,95335644466763
"sp26";"dk03";0,5;2;3,42247606290904
"sp01";"dk03";0,5;2;3,05971452814049
"sp08";"dk03";0,5;2;2,60606910279932
"sp13";"dk03";0,5;2;2,56211848727803
"sp19";"dk03";0,5;2;2,29676088144556
"sp23";"dk03";0,5;2;2,25446349560263
"sp05";"dk03";0,5;2;2,21378211482408
"sp10";"dk03";0,5;2;1,78821559800746
"sp12";"dk03";0,5;2;1,76554202988447
"sp15";"dk03";0,5;2;1,67808537711159
"sp20";"dk03";0,5;2;1,43005477442386
"sp04";"dk03";0,5;2;1,33703836146742
"sp17";"dk03";0,5;2;1,19067888334394
"sp22";"dk03";0,5;2;0,917702216655016
"sp24";"dk03";0,5;2;0,824458529241383
"sp25";"dk03";0,5;2;0,552601173520088
"sp02";"dk03";0,5;2;0,481142372223237
"sp14";"dk03";0,5;2;0,352705249528034
"sp28";"dk03";0,5;2;0,309275982196313
"sp29";"dk03";0,5;2;0,254445316845221
"sp16";"dk03";0,5;2;0,233627086505294
"sp18";"dk03";0,5;2;0,164405779913068
"sp27";"dk03";0,5;2;0,109576226212084
"sp30";"dk03";0,5;2;0,00476789251807644
"sp23";"dk03";0,5;3;11,1192383653437
"sp05";"dk03";0,5;3;6,32778350975285
"sp13";"dk03";0,5;3;4,5836010162992
"sp24";"dk03";0,5;3;4,23642945252353
"sp14";"dk03";0,5;3;3,98857654241805
"sp04";"dk03";0,5;3;3,89486453833466
"sp06";"dk03";0,5;3;3,81642619503622
"sp12";"dk03";0,5;3;3,28228127194529
"sp18";"dk03";0,5;3;3,07634048892145
"sp09";"dk03";0,5;3;2,76953400290551
"sp10";"dk03";0,5;3;2,72372641964796
"sp15";"dk03";0,5;3;2,58748013331535
"sp29";"dk03";0,5;3;2,5331598035151
"sp30";"dk03";0,5;3;2,33150428338888
"sp01";"dk03";0,5;3;2,32375975317302
"sp25";"dk03";0,5;3;2,18178655377154
"sp26";"dk03";0,5;3;2,05535849547925
"sp27";"dk03";0,5;3;1,94966082825305
"sp02";"dk03";0,5;3;1,7471458979083
"sp07";"dk03";0,5;3;1,34319761488587
"sp11";"dk03";0,5;3;1,29067981098469
"sp17";"dk03";0,5;3;1,25505761895329
"sp19";"dk03";0,5;3;1,11654978431761
"sp22";"dk03";0,5;3;0,980272056534886
"sp03";"dk03";0,5;3;0,77931781578809
"sp08";"dk03";0,5;3;0,751829260960221
"sp16";"dk03";0,5;3;0,544710769318044
"sp28";"dk03";0,5;3;0,389425252618997
"sp20";"dk03";0,5;3;0,166287161409855
"sp21";"dk03";0,5;3;0,00786255858838558
"sp02";"dk03";0,5;4;6,14763546328075
"sp07";"dk03";0,5;4;5,44931808461375
"sp19";"dk03";0,5;4;5,20408522088925
"sp01";"dk03";0,5;4;5,15790175248809
"sp03";"dk03";0,5;4;4,49407679189868
"sp11";"dk03";0,5;4;4,21332465730167
"sp12";"dk03";0,5;4;2,8037166444767
"sp28";"dk03";0,5;4;2,34423780246618
"sp09";"dk03";0,5;4;2,09976261659505
"sp13";"dk03";0,5;4;1,73271516329589
"sp15";"dk03";0,5;4;1,70045243940296
"sp21";"dk03";0,5;4;1,6434714897654
"sp24";"dk03";0,5;4;1,62520886017921
"sp04";"dk03";0,5;4;1,5510110016072
"sp17";"dk03";0,5;4;1,45529529953186
"sp22";"dk03";0,5;4;1,27860446460545
"sp26";"dk03";0,5;4;1,07352707535028
"sp27";"dk03";0,5;4;0,980517890304327
"sp20";"dk03";0,5;4;0,910066193901002
"sp23";"dk03";0,5;4;0,876203207299113
"sp30";"dk03";0,5;4;0,733000265363392
"sp14";"dk03";0,5;4;0,724133177660406
"sp16";"dk03";0,5;4;0,717558916275521
"sp29";"dk03";0,5;4;0,670130723786007
"sp06";"dk03";0,5;4;0,508049318566918
"sp08";"dk03";0,5;4;0,437094959430397
"sp18";"dk03";0,5;4;0,165745285094226
"sp25";"dk03";0,5;4;0,0735352613069318
"sp05";"dk03";0,5;4;0,041201182641089
"sp10";"dk03";0,5;4;0,000278465449810028
"sp27";"dk03";0,5;5;8,51333262968565
"sp05";"dk03";0,5;5;5,10110462804265
"sp12";"dk03";0,5;5;4,38464402754731
"sp25";"dk03";0,5;5;4,28776562561221
"sp02";"dk03";0,5;5;4,20777600605912
"sp11";"dk03";0,5;5;4,20573655118175
"sp10";"dk03";0,5;5;3,5640711559165
"sp16";"dk03";0,5;5;3,22801909578924
"sp28";"dk03";0,5;5;2,93551504359496
"sp01";"dk03";0,5;5;2,59699855550172
"sp06";"dk03";0,5;5;2,19031642741504
"sp15";"dk03";0,5;5;2,06344453982058
"sp22";"dk03";0,5;5;1,96363844900372
"sp04";"dk03";0,5;5;1,91342242239955
"sp08";"dk03";0,5;5;1,58931948608699
"sp19";"dk03";0,5;5;1,5126737075949
"sp09";"dk03";0,5;5;1,51188564664664
"sp17";"dk03";0,5;5;1,35427973698825
"sp26";"dk03";0,5;5;1,22154333939929
"sp07";"dk03";0,5;5;1,20869273599237
"sp18";"dk03";0,5;5;1,17965237889439
"sp29";"dk03";0,5;5;0,804046626202762
"sp30";"dk03";0,5;5;0,591643255203962
"sp03";"dk03";0,5;5;0,394444584846497
"sp13";"dk03";0,5;5;0,375083358027041
"sp20";"dk03";0,5;5;0,245576068758965
"sp23";"dk03";0,5;5;0,197463385460484
"sp24";"dk03";0,5;5;0,181099275127053
"sp14";"dk03";0,5;5;0,0989944143220782
"sp21";"dk03";0,5;5;0,00996289121775023
"sp03";"dk03";0,5;6;4,18836202074714
"sp17";"dk03";0,5;6;3,83996617404704
"sp30";"dk03";0,5;6;2,82209924735614
"sp07";"dk03";0,5;6;2,64258791684153
"sp18";"dk03";0,5;6;2,43923663525822
"sp09";"dk03";0,5;6;2,3789648003036
"sp10";"dk03";0,5;6;2,03055053195896
"sp22";"dk03";0,5;6;1,98016092359068
"sp26";"dk03";0,5;6;1,97476679140184
"sp04";"dk03";0,5;6;1,67969345106723
"sp13";"dk03";0,5;6;1,36432619579136
"sp05";"dk03";0,5;6;1,32943167444319
"sp16";"dk03";0,5;6;1,30215740203857
"sp19";"dk03";0,5;6;1,23724168352783
"sp24";"dk03";0,5;6;1,17461418453604
"sp01";"dk03";0,5;6;1,00123750045896
"sp08";"dk03";0,5;6;0,950441907159984
"sp21";"dk03";0,5;6;0,855073272250593
"sp11";"dk03";0,5;6;0,796981722897967
"sp14";"dk03";0,5;6;0,77632812410593
"sp15";"dk03";0,5;6;0,703290070407093
"sp20";"dk03";0,5;6;0,607139156199992
"sp23";"dk03";0,5;6;0,574179260991514
"sp06";"dk03";0,5;6;0,526851444296947
"sp12";"dk03";0,5;6;0,335098435674666
"sp27";"dk03";0,5;6;0,274610334075987
"sp28";"dk03";0,5;6;0,190204134519586
"sp29";"dk03";0,5;6;0,146292979829013
"sp02";"dk03";0,5;6;0,0444187991934099
"sp25";"dk03";0,5;6;0,0259093288332224
"sp28";"dk03";0,5;7;7,56693954351258
"sp02";"dk03";0,5;7;6,61287487108662
"sp03";"dk03";0,5;7;5,94375453183498
"sp19";"dk03";0,5;7;4,85566811610885
"sp06";"dk03";0,5;7;4,78055935846366
"sp10";"dk03";0,5;7;4,66703437755967
"sp11";"dk03";0,5;7;4,62195252974458
"sp04";"dk03";0,5;7;4,24625089125566
"sp08";"dk03";0,5;7;3,8618189281035
"sp29";"dk03";0,5;7;3,85155235959177
"sp30";"dk03";0,5;7;3,49159216491466
"sp01";"dk03";0,5;7;3,296566694063
"sp05";"dk03";0,5;7;2,38459276772084
"sp13";"dk03";0,5;7;2,32366469859281
"sp17";"dk03";0,5;7;2,2505522481257
"sp22";"dk03";0,5;7;2,20045291624012
"sp07";"dk03";0,5;7;2,17531506895068
"sp20";"dk03";0,5;7;2,10741631988337
"sp23";"dk03";0,5;7;1,44263049228425
"sp25";"dk03";0,5;7;1,18911059107631
"sp27";"dk03";0,5;7;0,998952956870198
"sp12";"dk03";0,5;7;0,715271882712841
"sp14";"dk03";0,5;7;0,358983969315886
"sp15";"dk03";0,5;7;0,302742860279977
"sp21";"dk03";0,5;7;0,30112296063453
"sp24";"dk03";0,5;7;0,253892188891768
"sp09";"dk03";0,5;7;0,149214669130743
"sp16";"dk03";0,5;7;0,105856391601264
"sp18";"dk03";0,5;7;0,0752989212051034
"sp26";"dk03";0,5;7;0,0210252916440368
"sp21";"dk03";0,5;8;6,19370444085369
"sp24";"dk03";0,5;8;5,91605427827606
"sp29";"dk03";0,5;8;5,28668587444628
"sp11";"dk03";0,5;8;4,23391431917377
"sp04";"dk03";0,5;8;3,83088738081937
"sp05";"dk03";0,5;8;3,7807686550725
"sp15";"dk03";0,5;8;3,1472471168447
"sp18";"dk03";0,5;8;2,58574282742086
"sp27";"dk03";0,5;8;2,13616758017781
"sp02";"dk03";0,5;8;2,0186468437778
"sp08";"dk03";0,5;8;2,00732355742695
"sp09";"dk03";0,5;8;1,82720411187949
"sp20";"dk03";0,5;8;1,79120441890302
"sp25";"dk03";0,5;8;1,75408694325926
"sp10";"dk03";0,5;8;1,71971644266489
"sp13";"dk03";0,5;8;1,57251327117663
"sp06";"dk03";0,5;8;1,48717442429789
"sp07";"dk03";0,5;8;1,05217103473842
"sp22";"dk03";0,5;8;1,02443526871502
"sp23";"dk03";0,5;8;0,895396377891302
"sp30";"dk03";0,5;8;0,887315352447331
"sp01";"dk03";0,5;8;0,880515682511032
"sp03";"dk03";0,5;8;0,427143618285554
"sp28";"dk03";0,5;8;0,369493676106764
"sp12";"dk03";0,5;8;0,345049383118749
"sp14";"dk03";0,5;8;0,268610159270419
"sp16";"dk03";0,5;8;0,211140718311071
"sp17";"dk03";0,5;8;0,190491810058165
"sp26";"dk03";0,5;8;0,00764650932888984
"sp19";"dk03";0,5;8;0,00390362839522474
"sp08";"dk03";0,5;9;8,47745991259765
"sp25";"dk03";0,5;9;5,75836214096582
"sp26";"dk03";0,5;9;5,54461581607289
"sp10";"dk03";0,5;9;5,15055092771478
"sp20";"dk03";0,5;9;4,68006971825786
"sp21";"dk03";0,5;9;4,42623160381742
"sp01";"dk03";0,5;9;4,33748808850474
"sp02";"dk03";0,5;9;4,24610922832913
"sp04";"dk03";0,5;9;3,85453315807467
"sp09";"dk03";0,5;9;2,98165788484697
"sp11";"dk03";0,5;9;2,42318015164676
"sp18";"dk03";0,5;9;2,23192987023833
"sp24";"dk03";0,5;9;2,0048674083406
"sp28";"dk03";0,5;9;1,99034897974672
"sp30";"dk03";0,5;9;1,54315501263215
"sp07";"dk03";0,5;9;1,47297735503855
"sp12";"dk03";0,5;9;1,18497956171632
"sp14";"dk03";0,5;9;1,11273861862719
"sp19";"dk03";0,5;9;1,10355246806529
"sp27";"dk03";0,5;9;1,01644686609507
"sp06";"dk03";0,5;9;0,925804398022592
"sp17";"dk03";0,5;9;0,836981862783432
"sp29";"dk03";0,5;9;0,795230562798679
"sp03";"dk03";0,5;9;0,691765612922609
"sp16";"dk03";0,5;9;0,587995730340481
"sp23";"dk03";0,5;9;0,367728573941908
"sp05";"dk03";0,5;9;0,255206492494049
"sp13";"dk03";0,5;9;0,226301165297627
"sp22";"dk03";0,5;9;0,21106631308794
"sp15";"dk03";0,5;9;0,187722092582242
"sp01";"dk03";0,5;10;6,00799973912507
"sp22";"dk03";0,5;10;5,66786428218463
"sp10";"dk03";0,5;10;3,52521663887386
"sp12";"dk03";0,5;10;2,18125566459241
"sp14";"dk03";0,5;10;2,1116622480655
"sp19";"dk03";0,5;10;1,7694817072803
"sp06";"dk03";0,5;10;1,70466725294231
"sp07";"dk03";0,5;10;1,6702969315553
"sp08";"dk03";0,5;10;1,5007436647171
"sp29";"dk03";0,5;10;1,41849077186466
"sp02";"dk03";0,5;10;1,29272561334074
"sp04";"dk03";0,5;10;1,19365891162306
"sp24";"dk03";0,5;10;1,18925108015537
"sp05";"dk03";0,5;10;1,15557343885303
"sp23";"dk03";0,5;10;1,12294135708362
"sp30";"dk03";0,5;10;1,12268595024943
"sp03";"dk03";0,5;10;1,0571811767295
"sp11";"dk03";0,5;10;1,00941089902025
"sp13";"dk03";0,5;10;0,768943108822803
"sp16";"dk03";0,5;10;0,590699981173108
"sp20";"dk03";0,5;10;0,578390696085989
"sp25";"dk03";0,5;10;0,575466256588697
"sp26";"dk03";0,5;10;0,558773566968739
"sp28";"dk03";0,5;10;0,390120764216669
"sp09";"dk03";0,5;10;0,256767873652279
"sp18";"dk03";0,5;10;0,194508028038366
"sp21";"dk03";0,5;10;0,078447677161619
"sp15";"dk03";0,5;10;0,0210573161020875
"sp27";"dk03";0,5;10;0,00479335151612759
"sp17";"dk03";0,5;10;0,00454439789419334
"sp02";"dk04";0,3;1;8,09045522742184
"sp08";"dk04";0,3;1;5,57008940077631
"sp20";"dk04";0,3;1;5,386397035336
"sp25";"dk04";0,3;1;4,62018370614354
"sp07";"dk04";0,3;1;4,25906751290862
"sp19";"dk04";0,3;1;3,89837455611332
"sp21";"dk04";0,3;1;3,72199242920582
"sp27";"dk04";0,3;1;3,51964588883921
"sp28";"dk04";0,3;1;3,316104933103
"sp01";"dk04";0,3;1;3,23019835933998
"sp04";"dk04";0,3;1;2,94934812919204
"sp09";"dk04";0,3;1;2,86472122170929
"sp13";"dk04";0,3;1;2,79209350781088
"sp24";"dk04";0,3;1;2,65943573152924
"sp03";"dk04";0,3;1;2,4837225115389
"sp05";"dk04";0,3;1;2,45297433484002
"sp10";"dk04";0,3;1;2,43580450621772
"sp14";"dk04";0,3;1;2,20478726550937
"sp18";"dk04";0,3;1;2,13218968827277
"sp29";"dk04";0,3;1;1,82679495618989
"sp11";"dk04";0,3;1;1,47127033676952
"sp12";"dk04";0,3;1;1,20791889882336
"sp15";"dk04";0,3;1;0,840642026094103
"sp17";"dk04";0,3;1;0,549724302254617
"sp26";"dk04";0,3;1;0,542173702422487
"sp30";"dk04";0,3;1;0,293221439545353
"sp06";"dk04";0,3;1;0,22313777046899
"sp23";"dk04";0,3;1;0,19187454910328
"sp16";"dk04";0,3;1;0,120935163771113
"sp22";"dk04";0,3;1;0,085908806261917
"sp07";"dk04";0,3;2;11,7534337123684
"sp18";"dk04";0,3;2;9,07696381790153
"sp17";"dk04";0,3;2;6,68399900169977
"sp30";"dk04";0,3;2;6,64717984047342
"sp01";"dk04";0,3;2;6,32589196137397
"sp03";"dk04";0,3;2;5,9824500478487
"sp12";"dk04";0,3;2;5,47121735882569
"sp13";"dk04";0,3;2;5,17765723140844
"sp19";"dk04";0,3;2;5,07405320154437
"sp20";"dk04";0,3;2;4,77245834938495
"sp21";"dk04";0,3;2;4,53625285052661
"sp28";"dk04";0,3;2;4,31224262948736
"sp04";"dk04";0,3;2;3,80181146771614
"sp06";"dk04";0,3;2;3,49585089508101
"sp11";"dk04";0,3;2;2,97828601038361
"sp16";"dk04";0,3;2;2,90438597703318
"sp24";"dk04";0,3;2;2,89113771777256
"sp09";"dk04";0,3;2;2,86856625835999
"sp14";"dk04";0,3;2;2,85959879543289
"sp23";"dk04";0,3;2;2,68678169818827
"sp25";"dk04";0,3;2;2,68049023100142
"sp26";"dk04";0,3;2;2,46095139208837
"sp15";"dk04";0,3;2;2,43141213707299
"sp29";"dk04";0,3;2;2,41655785998255
"sp08";"dk04";0,3;2;1,47775936406106
"sp22";"dk04";0,3;2;1,18798558023852
"sp27";"dk04";0,3;2;0,583150406988959
"sp02";"dk04";0,3;2;0,310974583793076
"sp10";"dk04";0,3;2;0,289238223765045
"sp05";"dk04";0,3;2;0,224606500677307
"sp21";"dk04";0,3;3;9,90587564750131
"sp09";"dk04";0,3;3;9,15379795514258
"sp16";"dk04";0,3;3;8,32278488161874
"sp01";"dk04";0,3;3;6,84305340644527
"sp20";"dk04";0,3;3;5,9524453857037
"sp05";"dk04";0,3;3;5,40038485051998
"sp15";"dk04";0,3;3;4,36367703277274
"sp28";"dk04";0,3;3;4,15219580740635
"sp29";"dk04";0,3;3;4,0299898632954
"sp02";"dk04";0,3;3;3,49349477935239
"sp18";"dk04";0,3;3;3,19760298897603
"sp22";"dk04";0,3;3;3,09214738804503
"sp07";"dk04";0,3;3;3,07687376444068
"sp25";"dk04";0,3;3;3,0140890088847
"sp26";"dk04";0,3;3;2,88904210849011
"sp03";"dk04";0,3;3;2,85846925947472
"sp10";"dk04";0,3;3;2,7296868821182
"sp24";"dk04";0,3;3;2,7106281647921
"sp27";"dk04";0,3;3;1,5089243153731
"sp30";"dk04";0,3;3;1,47186088996629
"sp06";"dk04";0,3;3;1,39784182887561
"sp13";"dk04";0,3;3;1,39606005512178
"sp17";"dk04";0,3;3;1,2076902224553
"sp19";"dk04";0,3;3;1,18744315424313
"sp04";"dk04";0,3;3;1,06268112879765
"sp12";"dk04";0,3;3;0,710758009615044
"sp23";"dk04";0,3;3;0,653005026704432
"sp11";"dk04";0,3;3;0,545618564702563
"sp14";"dk04";0,3;3;0,308506623841822
"sp08";"dk04";0,3;3;0,23862537331783
"sp02";"dk04";0,3;4;8,5166619376141
"sp12";"dk04";0,3;4;7,3133473378262
"sp14";"dk04";0,3;4;7,10722750010801
"sp22";"dk04";0,3;4;6,95009645495921
"sp03";"dk04";0,3;4;6,85746354333369
"sp09";"dk04";0,3;4;5,73180873995645
"sp20";"dk04";0,3;4;4,8744256419123
"sp06";"dk04";0,3;4;4,45685199447874
"sp17";"dk04";0,3;4;4,39357078309759
"sp25";"dk04";0,3;4;3,68002494472667
"sp28";"dk04";0,3;4;3,62321380511824
"sp04";"dk04";0,3;4;3,22381810271148
"sp08";"dk04";0,3;4;3,08846473247578
"sp15";"dk04";0,3;4;3,05690119960312
"sp18";"dk04";0,3;4;2,39949276656811
"sp21";"dk04";0,3;4;2,16405236007025
"sp01";"dk04";0,3;4;1,81638414195428
"sp07";"dk04";0,3;4;1,71008409777035
"sp13";"dk04";0,3;4;1,68807801945756
"sp11";"dk04";0,3;4;1,47958224757787
"sp27";"dk04";0,3;4;1,35571981004129
"sp30";"dk04";0,3;4;0,756519944407046
"sp10";"dk04";0,3;4;0,692412230335731
"sp16";"dk04";0,3;4;0,631383755244315
"sp19";"dk04";0,3;4;0,611144520031909
"sp05";"dk04";0,3;4;0,319551576463484
"sp26";"dk04";0,3;4;0,306323996663687
"sp29";"dk04";0,3;4;0,256603567768391
"sp23";"dk04";0,3;4;0,240251515060663
"sp24";"dk04";0,3;4;0,109617703904708
"sp08";"dk04";0,3;5;10,2861938910886
"sp21";"dk04";0,3;5;7,79535972445965
"sp26";"dk04";0,3;5;5,77716788869906
"sp10";"dk04";0,3;5;5,34720019719808
"sp03";"dk04";0,3;5;5,24071446915494
"sp23";"dk04";0,3;5;4,5930349297663
"sp11";"dk04";0,3;5;4,45311884692216
"sp20";"dk04";0,3;5;4,32068173138702
"sp27";"dk04";0,3;5;3,76448097624783
"sp02";"dk04";0,3;5;3,23134095163743
"sp15";"dk04";0,3;5;2,92732362648793
"sp17";"dk04";0,3;5;2,40450920833552
"sp19";"dk04";0,3;5;2,30749116279185
"sp24";"dk04";0,3;5;2,28326258404801
"sp06";"dk04";0,3;5;1,78611841518432
"sp07";"dk04";0,3;5;1,58428223803639
"sp14";"dk04";0,3;5;1,54585405563315
"sp18";"dk04";0,3;5;1,19489524668704
"sp22";"dk04";0,3;5;1,17932893335819
"sp29";"dk04";0,3;5;1,1687537515536
"sp01";"dk04";0,3;5;0,967661078708867
"sp16";"dk04";0,3;5;0,947447526276467
"sp05";"dk04";0,3;5;0,767783493114015
"sp13";"dk04";0,3;5;0,720390628640274
"sp12";"dk04";0,3;5;0,51854535471648
"sp30";"dk04";0,3;5;0,442584859137279
"sp04";"dk04";0,3;5;0,385465994179823
"sp28";"dk04";0,3;5;0,291119557805359
"sp25";"dk04";0,3;5;0,258565305423867
"sp09";"dk04";0,3;5;0,13583577858905
"sp11";"dk04";0,3;6;23,0098095958246
"sp05";"dk04";0,3;6;16,4597143285108
"sp12";"dk04";0,3;6;12,834846295958
"sp17";"dk04";0,3;6;10,162576039072
"sp20";"dk04";0,3;6;9,04315321974667
"sp22";"dk04";0,3;6;8,90201575391206
"sp28";"dk04";0,3;6;8,61253514223012
"sp30";"dk04";0,3;6;8,46029431206695
"sp03";"dk04";0,3;6;8,26246252241445
"sp10";"dk04";0,3;6;5,61914656629095
"sp18";"dk04";0,3;6;4,23568385949636
"sp21";"dk04";0,3;6;3,8458943676045
"sp01";"dk04";0,3;6;3,50786170908217
"sp23";"dk04";0,3;6;3,09213795995617
"sp24";"dk04";0,3;6;3,05721293499971
"sp06";"dk04";0,3;6;2,9856350054185
"sp08";"dk04";0,3;6;2,50337546416815
"sp14";"dk04";0,3;6;2,1249112362663
"sp26";"dk04";0,3;6;1,92519366275519
"sp07";"dk04";0,3;6;1,85710296655695
"sp13";"dk04";0,3;6;1,83907768068214
"sp15";"dk04";0,3;6;1,5486083443587
"sp25";"dk04";0,3;6;1,24798867696275
"sp09";"dk04";0,3;6;1,11168256960809
"sp16";"dk04";0,3;6;0,775416703594656
"sp27";"dk04";0,3;6;0,751169691793621
"sp19";"dk04";0,3;6;0,615318110212684
"sp29";"dk04";0,3;6;0,425725571988868
"sp02";"dk04";0,3;6;0,418099169729782
"sp04";"dk04";0,3;6;0,0127904865204955
"sp26";"dk04";0,3;7;20,8697258246061
"sp04";"dk04";0,3;7;11,8650376924139
"sp05";"dk04";0,3;7;10,1786293580494
"sp18";"dk04";0,3;7;10,0854582333924
"sp30";"dk04";0,3;7;8,79169818728511
"sp21";"dk04";0,3;7;6,95900742661315
"sp23";"dk04";0,3;7;4,64506464051016
"sp11";"dk04";0,3;7;4,53962193787996
"sp28";"dk04";0,3;7;4,24808622013434
"sp29";"dk04";0,3;7;4,05103443486893
"sp17";"dk04";0,3;7;3,52407430284623
"sp24";"dk04";0,3;7;2,99225372248296
"sp12";"dk04";0,3;7;2,70209741953914
"sp19";"dk04";0,3;7;2,57868664662819
"sp06";"dk04";0,3;7;2,5148403487941
"sp08";"dk04";0,3;7;2,34653424768055
"sp16";"dk04";0,3;7;2,25143685936928
"sp22";"dk04";0,3;7;1,76925779165079
"sp25";"dk04";0,3;7;1,52366414666176
"sp07";"dk04";0,3;7;1,22383289815237
"sp13";"dk04";0,3;7;1,20774418891718
"sp14";"dk04";0,3;7;1,13786681710432
"sp20";"dk04";0,3;7;1,11181541966895
"sp09";"dk04";0,3;7;0,961022327343623
"sp10";"dk04";0,3;7;0,712009572113554
"sp15";"dk04";0,3;7;0,590769612851242
"sp27";"dk04";0,3;7;0,534974001348019
"sp01";"dk04";0,3;7;0,449815029278398
"sp02";"dk04";0,3;7;0,280675667648514
"sp03";"dk04";0,3;7;0,0609657432905563
"sp07";"dk04";0,3;8;12,2575724800877
"sp22";"dk04";0,3;8;10,6726448977353
"sp03";"dk04";0,3;8;9,71438760502752
"sp16";"dk04";0,3;8;7,74693040135217
"sp15";"dk04";0,3;8;6,98187795115225
"sp20";"dk04";0,3;8;6,79765867041358
"sp27";"dk04";0,3;8;5,86782559232242
"sp02";"dk04";0,3;8;4,89187029669186
"sp10";"dk04";0,3;8;4,80640312007872
"sp17";"dk04";0,3;8;4,36164987569952
"sp23";"dk04";0,3;8;3,83750753463213
"sp01";"dk04";0,3;8;2,57482300808931
"sp09";"dk04";0,3;8;2,10273283999413
"sp12";"dk04";0,3;8;1,88716273599615
"sp14";"dk04";0,3;8;1,69679018308429
"sp29";"dk04";0,3;8;1,49124852071206
"sp13";"dk04";0,3;8;1,39653938201567
"sp24";"dk04";0,3;8;1,20850840117782
"sp06";"dk04";0,3;8;0,955264389825364
"sp19";"dk04";0,3;8;0,929776038974524
"sp21";"dk04";0,3;8;0,864075806481669
"sp25";"dk04";0,3;8;0,799462317178647
"sp04";"dk04";0,3;8;0,568485103224295
"sp08";"dk04";0,3;8;0,554988790072265
"sp11";"dk04";0,3;8;0,35536455300856
"sp18";"dk04";0,3;8;0,202161222696304
"sp26";"dk04";0,3;8;0,173685229932207
"sp30";"dk04";0,3;8;0,130830892982582
"sp28";"dk04";0,3;8;0,0973683626701435
"sp05";"dk04";0,3;8;0,0478116702288389
"sp13";"dk04";0,3;9;14,1071674840194
"sp22";"dk04";0,3;9;8,90195628586126
"sp17";"dk04";0,3;9;8,05016815377942
"sp05";"dk04";0,3;9;7,13278023484063
"sp20";"dk04";0,3;9;6,60805322201856
"sp21";"dk04";0,3;9;6,23559432076224
"sp25";"dk04";0,3;9;4,5484295641224
"sp29";"dk04";0,3;9;3,91347779567941
"sp01";"dk04";0,3;9;3,82297881554469
"sp19";"dk04";0,3;9;3,61492288319747
"sp26";"dk04";0,3;9;3,32081892203196
"sp30";"dk04";0,3;9;3,16099713852906
"sp02";"dk04";0,3;9;3,12383035494292
"sp03";"dk04";0,3;9;2,69345244999631
"sp09";"dk04";0,3;9;2,31369312528177
"sp12";"dk04";0,3;9;1,89635389774415
"sp24";"dk04";0,3;9;1,72678576316685
"sp27";"dk04";0,3;9;1,39214318711311
"sp07";"dk04";0,3;9;1,04409108714511
